abilities,name,pokedex_number,japanese_name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,base_egg_steps,base_happiness,weight_kg,capture_rate,classfication,experience_growth,height_m,base_total,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,stage
"['Soundproof', 'Scrappy']",Loudred,294,Dogohmbドゴーム,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,40.5,120,Big Voice Pokémon,1059860,1,360,84,71,43,71,43,48,3,0,1
"['Soundproof', 'Scrappy']",Exploud,295,Bakuongバクオング,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,84,45,Loud Noise Pokémon,1059860,1.5,490,104,91,63,91,73,68,3,0,2
"['Thick Fat', 'Guts', 'Sheer Force']",Makuhita,296,Makunoshitaマクノシタ,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,5120,70,86.4,180,Guts Pokémon,1640000,1,237,72,60,30,20,30,25,3,0,0
"['Thick Fat', 'Guts', 'Sheer Force']",Hariyama,297,Hariteyamaハリテヤマ,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,5120,70,253.8,200,Arm Thrust Pokémon,1640000,2.3,474,144,120,60,40,60,50,3,0,1
"['Thick Fat', 'Huge Power', 'Sap Sipper']",Azurill,298,Ruririルリリ,normal,fairy,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,24.6,2560,70,2,150,Polka Dot Pokémon,800000,0.2,190,50,20,40,20,40,20,3,0,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",Nosepass,299,Nosepassノズパス,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,5120,70,97,255,Compass Pokémon,1000000,1,375,30,45,135,45,90,30,3,0,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",Skitty,300,Enecoエネコ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,3840,70,11,255,Kitten Pokémon,800000,0.6,260,50,45,45,35,35,50,3,0,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",Delcatty,301,Enekororoエネコロロ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,3840,70,32.6,60,Prim Pokémon,800000,1.1,400,70,65,65,55,55,90,3,0,1
"['Keen Eye', 'Stall', 'Prankster']",Sableye,302,Yamiramiヤミラミ,dark,ghost,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,6400,35,11,45,Darkness Pokémon,1059860,0.5,480,50,85,125,85,115,20,3,0,0
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",Mawile,303,Kucheatクチート,steel,fairy,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,50,5120,70,11.5,45,Deceiver Pokémon,800000,0.6,480,50,105,125,55,95,50,3,0,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",Aron,304,Cokodoraココドラ,steel,rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,8960,35,60,180,Iron Armor Pokémon,1250000,0.4,330,50,70,100,40,40,30,3,0,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",Lairon,305,Kodoraコドラ,steel,rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,8960,35,120,90,Iron Armor Pokémon,1250000,0.9,430,60,90,140,50,50,40,3,0,1
"['Sturdy', 'Rock Head', 'Heavy Metal']",Aggron,306,Bossgodoraボスゴドラ,steel,rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,8960,35,360,45,Iron Armor Pokémon,1250000,2.1,630,70,140,230,60,80,50,3,0,2
"['Pure Power', 'Telepathy']",Meditite,307,Asananアサナン,fighting,psychic,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,50,5120,70,11.2,180,Meditate Pokémon,1000000,0.6,280,30,40,55,40,55,60,3,0,0
"['Pure Power', 'Telepathy']",Medicham,308,Charemチャーレム,fighting,psychic,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,50,5120,70,31.5,90,Meditate Pokémon,1000000,1.3,510,60,100,85,80,85,100,3,0,1
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Rakuraiラクライ,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,15.2,120,Lightning Pokémon,1250000,0.6,295,40,45,40,65,40,65,3,0,0
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Livoltライボルト,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,40.2,45,Discharge Pokémon,1250000,1.5,575,70,75,80,135,80,135,3,0,1
"['Plus', 'Lightningrod']",Plusle,311,Prasleプラスル,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,4.2,200,Cheering Pokémon,1000000,0.4,405,60,50,40,85,75,95,3,0,0
"['Minus', 'Volt Absorb']",Minun,312,Minunマイナン,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,4.2,200,Cheering Pokémon,1000000,0.4,405,60,40,50,75,85,95,3,0,0
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Barubeatバルビート,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,100,3840,70,17.7,150,Firefly Pokémon,600000,0.7,430,65,73,75,47,85,85,3,0,0
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Illumiseイルミーゼ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,3840,70,17.7,150,Firefly Pokémon,1640000,0.6,430,65,47,75,73,85,85,3,0,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Roseliaロゼリア,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,2,150,Thorn Pokémon,1059860,0.3,400,50,60,45,100,80,65,3,0,1
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Gokulinゴクリン,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,10.3,225,Stomach Pokémon,1640000,0.4,302,70,43,53,43,53,40,3,0,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Marunoomマルノーム,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,80,75,Poison Bag Pokémon,1640000,1.7,467,100,73,83,73,83,55,3,0,1
"['Rough Skin', 'Speed Boost']",Carvanha,318,Kibanhaキバニア,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,5120,35,20.8,225,Savage Pokémon,1250000,0.8,305,45,90,20,65,20,65,3,0,0
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Samehaderサメハダー,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,5120,35,88.8,60,Brutal Pokémon,1250000,1.8,560,70,140,70,110,65,105,3,0,1
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Hoerukoホエルコ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,10240,70,130,125,Ball Whale Pokémon,1640000,2,400,130,70,35,70,35,60,3,0,0
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Whalohホエルオー,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,10240,70,398,60,Float Whale Pokémon,1640000,14.5,500,170,90,45,90,45,60,3,0,1
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Donmelドンメル,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,50,5120,70,24,255,Numb Pokémon,1000000,0.7,305,60,60,40,65,45,35,3,0,0
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Bakuudaバクーダ,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,50,5120,70,220,150,Eruption Pokémon,1000000,1.9,560,70,120,100,145,105,20,3,0,1
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Cotoiseコータス,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,80.4,90,Coal Pokémon,1000000,0.5,470,70,85,140,85,70,20,3,0,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Banebooバネブー,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,30.6,255,Bounce Pokémon,800000,0.7,330,60,25,35,70,80,60,3,0,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Boopigブーピッグ,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,71.5,60,Manipulate Pokémon,800000,0.9,470,80,45,65,90,110,80,3,0,1
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Patcheelパッチール,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,5,255,Spot Panda Pokémon,800000,1.1,360,60,60,60,60,60,60,3,0,0
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Nuckrarナックラー,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,15,255,Ant Pit Pokémon,1059860,0.7,290,45,100,45,45,45,10,3,0,0
['Levitate'],Vibrava,329,Vibravaビブラーバ,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,5120,70,15.3,120,Vibration Pokémon,1059860,1.1,340,50,70,50,50,50,70,3,0,1
['Levitate'],Flygon,330,Flygonフライゴン,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,5120,70,82,45,Mystic Pokémon,1059860,2,520,80,100,80,80,80,100,3,0,2
"['Sand Veil', 'Water Absorb']",Cacnea,331,Saboneaサボネア,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,35,51.3,190,Cactus Pokémon,1059860,0.4,335,50,85,40,85,40,35,3,0,0
"['Sand Veil', 'Water Absorb']",Cacturne,332,Noctusノクタス,grass,dark,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,50,5120,35,77.4,60,Scarecrow Pokémon,1059860,1.3,475,70,115,60,115,60,55,3,0,1
"['Natural Cure', 'Cloud Nine']",Swablu,333,Tylttoチルット,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,5120,70,1.2,255,Cotton Bird Pokémon,600000,0.4,310,45,40,60,40,75,50,3,0,0
"['Natural Cure', 'Cloud Nine']",Altaria,334,Tyltalisチルタリス,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,5120,70,20.6,45,Humming Pokémon,600000,1.1,590,75,110,110,110,105,80,3,0,1
"['Immunity', 'Toxic Boost']",Zangoose,335,Zangooseザングース,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,40.3,90,Cat Ferret Pokémon,600000,1.3,458,73,115,60,60,60,90,3,0,0
"['Shed Skin', 'Infiltrator']",Seviper,336,Habunakeハブネーク,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,52.5,90,Fang Snake Pokémon,1640000,2.7,458,73,100,60,100,60,65,3,0,0
['Levitate'],Lunatone,337,Lunatoneルナトーン,rock,psychic,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,,6400,70,168,45,Meteorite Pokémon,800000,1,460,90,55,65,95,85,70,3,0,0
['Levitate'],Solrock,338,Solrockソルロック,rock,psychic,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,,6400,70,154,45,Meteorite Pokémon,800000,1.2,460,90,95,85,55,65,70,3,0,0
"['Oblivious', 'Anticipation', 'Hydration']",Barboach,339,Dojoachドジョッチ,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,5120,70,1.9,190,Whiskers Pokémon,1000000,0.4,288,50,48,43,46,41,60,3,0,0
"['Oblivious', 'Anticipation', 'Hydration']",Whiscash,340,Namazunナマズン,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,5120,70,23.6,75,Whiskers Pokémon,1000000,0.9,468,110,78,73,76,71,60,3,0,1
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Corphish,341,Heiganiヘイガニ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,3840,70,11.5,205,Ruffian Pokémon,1640000,0.6,308,43,80,65,50,35,35,3,0,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Crawdaunt,342,Shizarigerシザリガー,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,3840,70,32.8,155,Rogue Pokémon,1640000,1.1,468,63,120,85,90,55,55,3,0,1
['Levitate'],Baltoy,343,Yajilonヤジロン,ground,psychic,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,,5120,70,21.5,255,Clay Doll Pokémon,1000000,0.5,300,40,40,55,40,70,55,3,0,0
['Levitate'],Claydol,344,Nendollネンドール,ground,psychic,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,,5120,70,108,90,Clay Doll Pokémon,1000000,1.5,500,60,70,105,70,120,75,3,0,1
"['Suction Cups', 'Storm Drain']",Lileep,345,Lilylaリリーラ,rock,grass,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,88.1,7680,70,23.8,45,Sea Lily Pokémon,600000,1,355,66,41,77,61,87,23,3,0,0
"['Suction Cups', 'Storm Drain']",Cradily,346,Yuradleユレイドル,rock,grass,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,88.1,7680,70,60.4,45,Barnacle Pokémon,600000,1.5,495,86,81,97,81,107,43,3,0,1
"['Battle Armor', 'Swift Swim']",Anorith,347,Anopthアノプス,rock,bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,88.1,7680,70,12.5,45,Old Shrimp Pokémon,600000,0.7,355,45,95,50,40,50,75,3,0,0
"['Battle Armor', 'Swift Swim']",Armaldo,348,Armaldoアーマルド,rock,bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,88.1,7680,70,68.2,45,Plate Pokémon,600000,1.5,495,75,125,100,70,80,45,3,0,1
"['Swift Swim', 'Oblivious', 'Adaptability']",Feebas,349,Hinbassヒンバス,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,7.4,255,Fish Pokémon,600000,0.6,200,20,15,20,10,55,80,3,0,0
"['Marvel Scale', 'Competitive', 'Cute Charm']",Milotic,350,Milokarossミロカロス,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,162,60,Tender Pokémon,600000,6.2,540,95,60,79,100,125,81,3,0,1
['Forecast'],Castform,351,Powalenポワルン,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,6400,70,0.8,45,Weather Pokémon,1000000,0.3,420,70,70,70,70,70,70,3,0,0
"['Color Change', 'Protean']",Kecleon,352,Kakureonカクレオン,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,22,200,Color Swap Pokémon,1059860,1,440,60,90,70,60,120,40,3,0,0
"['Insomnia', 'Frisk', 'Cursed Body']",Shuppet,353,Kagebouzuカゲボウズ,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,35,2.3,225,Puppet Pokémon,800000,0.6,295,44,75,35,63,33,45,3,0,0
"['Insomnia', 'Frisk', 'Cursed Body']",Banette,354,Juppetaジュペッタ,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,35,12.5,45,Marionette Pokémon,800000,1.1,555,64,165,75,93,83,75,3,0,1
"['Levitate', 'Frisk']",Duskull,355,Yomawaruヨマワル,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,35,15,190,Requiem Pokémon,800000,0.8,295,20,40,90,30,90,25,3,0,0
"['Pressure', 'Frisk']",Dusclops,356,Samayouruサマヨール,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,35,30.6,90,Beckon Pokémon,800000,1.6,455,40,70,130,60,130,25,3,0,1
"['Chlorophyll', 'Solar Power', 'Harvest']",Tropius,357,Tropiusトロピウス,grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,50,6400,70,100,200,Fruit Pokémon,1250000,2,460,99,68,83,72,87,51,3,0,0
['Levitate'],Chimecho,358,Chireanチリーン,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,1,45,Wind Chime Pokémon,800000,0.6,455,75,50,80,95,90,65,3,0,1
"['Pressure', 'Super Luck', 'Justified']",Absol,359,Absolアブソル,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,6400,35,47,30,Disaster Pokémon,1059860,1.2,565,65,150,60,115,60,115,3,0,0
"['Shadow Tag', 'Telepathy']",Wynaut,360,Sohnanoソーナノ,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,14,125,Bright Pokémon,1000000,0.6,260,95,23,48,23,48,23,3,0,0
"['Inner Focus', 'Ice Body', 'Moody']",Snorunt,361,Yukiwarashiユキワラシ,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,16.8,190,Snow Hat Pokémon,1000000,0.7,300,50,50,50,50,50,50,3,0,0
"['Inner Focus', 'Ice Body', 'Moody']",Glalie,362,Onigohriオニゴーリ,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,256.5,75,Face Pokémon,1000000,1.5,580,80,120,80,120,80,100,3,0,1
"['Thick Fat', 'Ice Body', 'Oblivious']",Spheal,363,Tamazarashiタマザラシ,ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,5120,70,39.5,255,Clap Pokémon,1059860,0.8,290,70,40,50,55,50,25,3,0,0
"['Thick Fat', 'Ice Body', 'Oblivious']",Sealeo,364,Todogglerトドグラー,ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,5120,70,87.6,120,Ball Roll Pokémon,1059860,1.1,410,90,60,70,75,70,45,3,0,1
"['Thick Fat', 'Ice Body', 'Oblivious']",Walrein,365,Todoserugaトドゼルガ,ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,5120,70,150.6,45,Ice Break Pokémon,1059860,1.4,530,110,80,90,95,90,65,3,0,2
"['Shell Armor', 'Rattled']",Clamperl,366,Pearluluパールル,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,52.5,255,Bivalve Pokémon,600000,0.4,345,35,64,85,74,55,32,3,0,0
"['Swift Swim', 'Water Veil']",Huntail,367,Huntailハンテール,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,27,60,Deep Sea Pokémon,600000,1.7,485,55,104,105,94,75,52,3,0,1
"['Swift Swim', 'Hydration']",Gorebyss,368,Sakurabyssサクラビス,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,22.6,60,South Sea Pokémon,600000,1.8,485,55,84,105,114,75,52,3,0,1
"['Swift Swim', 'Rock Head', 'Sturdy']",Relicanth,369,Glanthジーランス,water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,10240,70,23.4,25,Longevity Pokémon,1250000,1,485,100,90,130,45,65,55,3,0,0
"['Swift Swim', 'Hydration']",Luvdisc,370,Lovecusラブカス,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,24.6,5120,70,8.7,225,Rendezvous Pokémon,800000,0.6,330,43,30,55,40,65,97,3,0,0
"['Rock Head', 'Sheer Force']",Bagon,371,Tatsubayタツベイ,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,42.1,45,Rock Head Pokémon,1250000,0.6,300,45,75,60,40,30,50,3,0,0
"['Rock Head', 'Overcoat']",Shelgon,372,Komoruuコモルー,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,110.5,45,Endurance Pokémon,1250000,1.1,420,65,95,100,60,50,50,3,0,1
"['Intimidate', 'Moxie']",Salamence,373,Bohmanderボーマンダ,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,10240,35,102.6,45,Dragon Pokémon,1250000,1.5,700,95,145,130,120,90,120,3,0,2
"['Clear Body', 'Light Metal']",Beldum,374,Dumbberダンバル,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,10240,35,95.2,3,Iron Ball Pokémon,1250000,0.6,300,40,55,80,35,60,30,3,0,0
"['Clear Body', 'Light Metal']",Metang,375,Metangメタング,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,10240,35,202.5,3,Iron Claw Pokémon,1250000,1.2,420,60,75,100,55,80,50,3,0,1
"['Clear Body', 'Light Metal']",Metagross,376,Metagrossメタグロス,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,10240,35,550,3,Iron Leg Pokémon,1250000,1.6,700,80,145,150,105,110,110,3,0,2
"['Clear Body', 'Sturdy']",Regirock,377,Regirockレジロック,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,,20480,35,230,3,Rock Peak Pokémon,1250000,1.7,580,80,100,200,50,100,50,3,1,0
"['Clear Body', 'Ice Body']",Regice,378,Regiceレジアイス,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,,20480,35,175,3,Iceberg Pokémon,1250000,1.8,580,80,50,100,100,200,50,3,1,0
"['Clear Body', 'Light Metal']",Registeel,379,Registeelレジスチル,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,20480,35,205,3,Iron Pokémon,1250000,1.9,580,80,75,150,75,150,50,3,1,0
['Levitate'],Latias,380,Latiasラティアス,dragon,psychic,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,0,30720,90,40,3,Eon Pokémon,1250000,1.4,700,80,100,120,140,150,110,3,1,0
['Levitate'],Latios,381,Latiosラティオス,dragon,psychic,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,60,3,Eon Pokémon,1250000,2,700,80,130,100,160,120,110,3,1,0
['Drizzle'],Kyogre,382,Kyogreカイオーガ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,30720,0,352,3,Sea Basin Pokémon,1250000,4.5,770,100,150,90,180,160,90,3,1,0
['Drought'],Groudon,383,Groudonグラードン,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,,30720,0,950,3,Continent Pokémon,1250000,3.5,770,100,180,160,150,90,90,3,1,0
['Air Lock'],Rayquaza,384,Rayquazaレックウザ,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,,30720,0,206.5,45,Sky High Pokémon,1250000,7,780,105,180,100,180,100,115,3,1,0
['Serene Grace'],Jirachi,385,Jirachiジラーチ,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,30720,100,1.1,3,Wish Pokémon,1250000,0.3,600,100,100,100,100,100,100,3,1,0
['Pressure'],Deoxys,386,Deoxysデオキシス,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,30720,0,60.8,3,DNA Pokémon,1250000,1.7,600,50,95,90,95,90,180,3,1,0
"['Overgrow', 'Shell Armor']",Turtwig,387,Naetleナエトル,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,10.2,45,Tiny Leaf Pokémon,1059860,0.4,318,55,68,64,45,55,31,4,0,0
"['Overgrow', 'Shell Armor']",Grotle,388,Hayashigameハヤシガメ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,97,45,Grove Pokémon,1059860,1.1,405,75,89,85,55,65,36,4,0,1
"['Overgrow', 'Shell Armor']",Torterra,389,Dodaitoseドダイトス,grass,ground,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,88.1,5120,70,310,45,Continent Pokémon,1059860,2.2,525,95,109,105,75,85,56,4,0,2
"['Blaze', 'Iron Fist']",Chimchar,390,Hikozaruヒコザル,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,5120,70,6.2,45,Chimp Pokémon,1059860,0.5,309,44,58,44,58,44,61,4,0,0
"['Blaze', 'Iron Fist']",Monferno,391,Moukazaruモウカザル,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,5120,70,22,45,Playful Pokémon,1059860,0.9,405,64,78,52,78,52,81,4,0,1
"['Blaze', 'Iron Fist']",Infernape,392,Goukazaruゴウカザル,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,5120,70,55,45,Flame Pokémon,1059860,1.2,534,76,104,71,104,71,108,4,0,2
"['Torrent', 'Defiant']",Piplup,393,Pochamaポッチャマ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,5.2,45,Penguin Pokémon,1059860,0.4,314,53,51,53,61,56,40,4,0,0
